images,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,id
traicifar610464,0,0,0,0,0,0,1,0,0,0,610464
traicifar810465,0,0,0,0,0,0,0,0,1,0,810465
traicifar110466,0,1,0,0,0,0,0,0,0,0,110466
traicifar010467,1,0,0,0,0,0,0,0,0,0,10467
traicifar010468,1,0,0,0,0,0,0,0,0,0,10468
traicifar710469,0,0,0,0,0,0,0,1,0,0,710469
traicifar710470,0,0,0,0,0,0,0,1,0,0,710470
traicifar510471,0,0,0,0,0,1,0,0,0,0,510471
traicifar910472,0,0,0,0,0,0,0,0,0,1,910472
traicifar610473,0,0,0,0,0,0,1,0,0,0,610473
traicifar210474,0,0,1,0,0,0,0,0,0,0,210474
traicifar810475,0,0,0,0,0,0,0,0,1,0,810475
traicifar310476,0,0,0,1,0,0,0,0,0,0,310476
traicifar410477,0,0,0,0,1,0,0,0,0,0,410477
traicifar710478,0,0,0,0,0,0,0,1,0,0,710478
traicifar310479,0,0,0,1,0,0,0,0,0,0,310479
traicifar910480,0,0,0,0,0,0,0,0,0,1,910480
traicifar010481,1,0,0,0,0,0,0,0,0,0,10481
traicifar110482,0,1,0,0,0,0,0,0,0,0,110482
traicifar210483,0,0,1,0,0,0,0,0,0,0,210483
traicifar410484,0,0,0,0,1,0,0,0,0,0,410484
traicifar810485,0,0,0,0,0,0,0,0,1,0,810485
traicifar110486,0,1,0,0,0,0,0,0,0,0,110486
traicifar810487,0,0,0,0,0,0,0,0,1,0,810487
traicifar610488,0,0,0,0,0,0,1,0,0,0,610488
traicifar410489,0,0,0,0,1,0,0,0,0,0,410489
traicifar410490,0,0,0,0,1,0,0,0,0,0,410490
traicifar510491,0,0,0,0,0,1,0,0,0,0,510491
traicifar710492,0,0,0,0,0,0,0,1,0,0,710492
traicifar110493,0,1,0,0,0,0,0,0,0,0,110493
traicifar310494,0,0,0,1,0,0,0,0,0,0,310494
traicifar910495,0,0,0,0,0,0,0,0,0,1,910495
traicifar810496,0,0,0,0,0,0,0,0,1,0,810496
traicifar010497,1,0,0,0,0,0,0,0,0,0,10497
traicifar110498,0,1,0,0,0,0,0,0,0,0,110498
traicifar710499,0,0,0,0,0,0,0,1,0,0,710499
traicifar510500,0,0,0,0,0,1,0,0,0,0,510500
traicifar810501,0,0,0,0,0,0,0,0,1,0,810501
traicifar210502,0,0,1,0,0,0,0,0,0,0,210502
traicifar810503,0,0,0,0,0,0,0,0,1,0,810503
traicifar010504,1,0,0,0,0,0,0,0,0,0,10504
traicifar410505,0,0,0,0,1,0,0,0,0,0,410505
traicifar110506,0,1,0,0,0,0,0,0,0,0,110506
traicifar810507,0,0,0,0,0,0,0,0,1,0,810507
traicifar910508,0,0,0,0,0,0,0,0,0,1,910508
traicifar810509,0,0,0,0,0,0,0,0,1,0,810509
traicifar210510,0,0,1,0,0,0,0,0,0,0,210510
traicifar910511,0,0,0,0,0,0,0,0,0,1,910511
traicifar910512,0,0,0,0,0,0,0,0,0,1,910512
traicifar210513,0,0,1,0,0,0,0,0,0,0,210513
traicifar710514,0,0,0,0,0,0,0,1,0,0,710514
traicifar510515,0,0,0,0,0,1,0,0,0,0,510515
traicifar710516,0,0,0,0,0,0,0,1,0,0,710516
traicifar310517,0,0,0,1,0,0,0,0,0,0,310517
traicifar810518,0,0,0,0,0,0,0,0,1,0,810518
traicifar810519,0,0,0,0,0,0,0,0,1,0,810519
traicifar410520,0,0,0,0,1,0,0,0,0,0,410520
traicifar410521,0,0,0,0,1,0,0,0,0,0,410521
traicifar210522,0,0,1,0,0,0,0,0,0,0,210522
traicifar710523,0,0,0,0,0,0,0,1,0,0,710523
traicifar110524,0,1,0,0,0,0,0,0,0,0,110524
traicifar610525,0,0,0,0,0,0,1,0,0,0,610525
traicifar410526,0,0,0,0,1,0,0,0,0,0,410526
traicifar010527,1,0,0,0,0,0,0,0,0,0,10527
traicifar410528,0,0,0,0,1,0,0,0,0,0,410528
traicifar610529,0,0,0,0,0,0,1,0,0,0,610529
traicifar910530,0,0,0,0,0,0,0,0,0,1,910530
traicifar710531,0,0,0,0,0,0,0,1,0,0,710531
traicifar610532,0,0,0,0,0,0,1,0,0,0,610532
traicifar210533,0,0,1,0,0,0,0,0,0,0,210533
traicifar510534,0,0,0,0,0,1,0,0,0,0,510534
traicifar510535,0,0,0,0,0,1,0,0,0,0,510535
traicifar110536,0,1,0,0,0,0,0,0,0,0,110536
traicifar710537,0,0,0,0,0,0,0,1,0,0,710537
traicifar210538,0,0,1,0,0,0,0,0,0,0,210538
traicifar210539,0,0,1,0,0,0,0,0,0,0,210539
traicifar210540,0,0,1,0,0,0,0,0,0,0,210540
traicifar910541,0,0,0,0,0,0,0,0,0,1,910541
traicifar510542,0,0,0,0,0,1,0,0,0,0,510542
traicifar410543,0,0,0,0,1,0,0,0,0,0,410543
traicifar210544,0,0,1,0,0,0,0,0,0,0,210544
traicifar710545,0,0,0,0,0,0,0,1,0,0,710545
traicifar810546,0,0,0,0,0,0,0,0,1,0,810546
traicifar110547,0,1,0,0,0,0,0,0,0,0,110547
traicifar310548,0,0,0,1,0,0,0,0,0,0,310548
traicifar410549,0,0,0,0,1,0,0,0,0,0,410549
traicifar310550,0,0,0,1,0,0,0,0,0,0,310550
traicifar710551,0,0,0,0,0,0,0,1,0,0,710551
traicifar610552,0,0,0,0,0,0,1,0,0,0,610552
traicifar910553,0,0,0,0,0,0,0,0,0,1,910553
traicifar810554,0,0,0,0,0,0,0,0,1,0,810554
traicifar010555,1,0,0,0,0,0,0,0,0,0,10555
traicifar610556,0,0,0,0,0,0,1,0,0,0,610556
traicifar010557,1,0,0,0,0,0,0,0,0,0,10557
traicifar210558,0,0,1,0,0,0,0,0,0,0,210558
traicifar210559,0,0,1,0,0,0,0,0,0,0,210559
traicifar210560,0,0,1,0,0,0,0,0,0,0,210560
traicifar110561,0,1,0,0,0,0,0,0,0,0,110561
traicifar810562,0,0,0,0,0,0,0,0,1,0,810562
traicifar410563,0,0,0,0,1,0,0,0,0,0,410563
traicifar010564,1,0,0,0,0,0,0,0,0,0,10564
traicifar110565,0,1,0,0,0,0,0,0,0,0,110565
traicifar810566,0,0,0,0,0,0,0,0,1,0,810566
traicifar810567,0,0,0,0,0,0,0,0,1,0,810567
traicifar110568,0,1,0,0,0,0,0,0,0,0,110568
traicifar510569,0,0,0,0,0,1,0,0,0,0,510569
traicifar710570,0,0,0,0,0,0,0,1,0,0,710570
traicifar610571,0,0,0,0,0,0,1,0,0,0,610571
traicifar410572,0,0,0,0,1,0,0,0,0,0,410572
traicifar510573,0,0,0,0,0,1,0,0,0,0,510573
traicifar810574,0,0,0,0,0,0,0,0,1,0,810574
traicifar710575,0,0,0,0,0,0,0,1,0,0,710575
traicifar110576,0,1,0,0,0,0,0,0,0,0,110576
traicifar910577,0,0,0,0,0,0,0,0,0,1,910577
traicifar110578,0,1,0,0,0,0,0,0,0,0,110578
traicifar910579,0,0,0,0,0,0,0,0,0,1,910579
traicifar810580,0,0,0,0,0,0,0,0,1,0,810580
traicifar410581,0,0,0,0,1,0,0,0,0,0,410581
traicifar710582,0,0,0,0,0,0,0,1,0,0,710582
traicifar310583,0,0,0,1,0,0,0,0,0,0,310583
traicifar810584,0,0,0,0,0,0,0,0,1,0,810584
traicifar810585,0,0,0,0,0,0,0,0,1,0,810585
traicifar210586,0,0,1,0,0,0,0,0,0,0,210586
traicifar610587,0,0,0,0,0,0,1,0,0,0,610587
traicifar610588,0,0,0,0,0,0,1,0,0,0,610588
traicifar710589,0,0,0,0,0,0,0,1,0,0,710589
traicifar110590,0,1,0,0,0,0,0,0,0,0,110590
traicifar610591,0,0,0,0,0,0,1,0,0,0,610591
traicifar810592,0,0,0,0,0,0,0,0,1,0,810592
traicifar110593,0,1,0,0,0,0,0,0,0,0,110593
traicifar910594,0,0,0,0,0,0,0,0,0,1,910594
traicifar710595,0,0,0,0,0,0,0,1,0,0,710595
traicifar810596,0,0,0,0,0,0,0,0,1,0,810596
traicifar310597,0,0,0,1,0,0,0,0,0,0,310597
traicifar010598,1,0,0,0,0,0,0,0,0,0,10598
traicifar110599,0,1,0,0,0,0,0,0,0,0,110599
traicifar010600,1,0,0,0,0,0,0,0,0,0,10600
traicifar810601,0,0,0,0,0,0,0,0,1,0,810601
traicifar810602,0,0,0,0,0,0,0,0,1,0,810602
traicifar310603,0,0,0,1,0,0,0,0,0,0,310603
traicifar010604,1,0,0,0,0,0,0,0,0,0,10604
traicifar010605,1,0,0,0,0,0,0,0,0,0,10605
traicifar110606,0,1,0,0,0,0,0,0,0,0,110606
traicifar510607,0,0,0,0,0,1,0,0,0,0,510607
traicifar010608,1,0,0,0,0,0,0,0,0,0,10608
traicifar810609,0,0,0,0,0,0,0,0,1,0,810609
traicifar810610,0,0,0,0,0,0,0,0,1,0,810610
traicifar710611,0,0,0,0,0,0,0,1,0,0,710611
traicifar910612,0,0,0,0,0,0,0,0,0,1,910612
traicifar910613,0,0,0,0,0,0,0,0,0,1,910613
traicifar010614,1,0,0,0,0,0,0,0,0,0,10614
traicifar910615,0,0,0,0,0,0,0,0,0,1,910615
traicifar410616,0,0,0,0,1,0,0,0,0,0,410616
traicifar110617,0,1,0,0,0,0,0,0,0,0,110617
traicifar310618,0,0,0,1,0,0,0,0,0,0,310618
traicifar610619,0,0,0,0,0,0,1,0,0,0,610619
traicifar610620,0,0,0,0,0,0,1,0,0,0,610620
traicifar410621,0,0,0,0,1,0,0,0,0,0,410621
traicifar410622,0,0,0,0,1,0,0,0,0,0,410622
traicifar710623,0,0,0,0,0,0,0,1,0,0,710623
traicifar510624,0,0,0,0,0,1,0,0,0,0,510624
traicifar610625,0,0,0,0,0,0,1,0,0,0,610625
traicifar010626,1,0,0,0,0,0,0,0,0,0,10626
traicifar810627,0,0,0,0,0,0,0,0,1,0,810627
traicifar010628,1,0,0,0,0,0,0,0,0,0,10628
traicifar310629,0,0,0,1,0,0,0,0,0,0,310629
traicifar210630,0,0,1,0,0,0,0,0,0,0,210630
traicifar810631,0,0,0,0,0,0,0,0,1,0,810631
traicifar410632,0,0,0,0,1,0,0,0,0,0,410632
traicifar610633,0,0,0,0,0,0,1,0,0,0,610633
traicifar910634,0,0,0,0,0,0,0,0,0,1,910634
traicifar910635,0,0,0,0,0,0,0,0,0,1,910635
traicifar710636,0,0,0,0,0,0,0,1,0,0,710636
traicifar010637,1,0,0,0,0,0,0,0,0,0,10637
traicifar310638,0,0,0,1,0,0,0,0,0,0,310638
traicifar310639,0,0,0,1,0,0,0,0,0,0,310639
traicifar610640,0,0,0,0,0,0,1,0,0,0,610640
traicifar710641,0,0,0,0,0,0,0,1,0,0,710641
traicifar410642,0,0,0,0,1,0,0,0,0,0,410642
traicifar910643,0,0,0,0,0,0,0,0,0,1,910643
traicifar110644,0,1,0,0,0,0,0,0,0,0,110644
traicifar610645,0,0,0,0,0,0,1,0,0,0,610645
traicifar210646,0,0,1,0,0,0,0,0,0,0,210646
traicifar710647,0,0,0,0,0,0,0,1,0,0,710647
traicifar210648,0,0,1,0,0,0,0,0,0,0,210648
traicifar210649,0,0,1,0,0,0,0,0,0,0,210649
traicifar010650,1,0,0,0,0,0,0,0,0,0,10650
traicifar610651,0,0,0,0,0,0,1,0,0,0,610651
traicifar710652,0,0,0,0,0,0,0,1,0,0,710652
traicifar510653,0,0,0,0,0,1,0,0,0,0,510653
traicifar710654,0,0,0,0,0,0,0,1,0,0,710654
traicifar610655,0,0,0,0,0,0,1,0,0,0,610655
traicifar810656,0,0,0,0,0,0,0,0,1,0,810656
traicifar910657,0,0,0,0,0,0,0,0,0,1,910657
traicifar010658,1,0,0,0,0,0,0,0,0,0,10658
traicifar910659,0,0,0,0,0,0,0,0,0,1,910659
traicifar410660,0,0,0,0,1,0,0,0,0,0,410660
traicifar410661,0,0,0,0,1,0,0,0,0,0,410661
traicifar710662,0,0,0,0,0,0,0,1,0,0,710662
traicifar010663,1,0,0,0,0,0,0,0,0,0,10663
traicifar910664,0,0,0,0,0,0,0,0,0,1,910664
traicifar410665,0,0,0,0,1,0,0,0,0,0,410665
traicifar910666,0,0,0,0,0,0,0,0,0,1,910666
traicifar610667,0,0,0,0,0,0,1,0,0,0,610667
traicifar910668,0,0,0,0,0,0,0,0,0,1,910668
traicifar410669,0,0,0,0,1,0,0,0,0,0,410669
traicifar510670,0,0,0,0,0,1,0,0,0,0,510670
traicifar710671,0,0,0,0,0,0,0,1,0,0,710671
traicifar910672,0,0,0,0,0,0,0,0,0,1,910672
traicifar210673,0,0,1,0,0,0,0,0,0,0,210673
traicifar410674,0,0,0,0,1,0,0,0,0,0,410674
traicifar510675,0,0,0,0,0,1,0,0,0,0,510675
traicifar110676,0,1,0,0,0,0,0,0,0,0,110676
traicifar410677,0,0,0,0,1,0,0,0,0,0,410677
traicifar310678,0,0,0,1,0,0,0,0,0,0,310678
traicifar910679,0,0,0,0,0,0,0,0,0,1,910679
traicifar610680,0,0,0,0,0,0,1,0,0,0,610680
traicifar510681,0,0,0,0,0,1,0,0,0,0,510681
traicifar610682,0,0,0,0,0,0,1,0,0,0,610682
traicifar910683,0,0,0,0,0,0,0,0,0,1,910683
traicifar310684,0,0,0,1,0,0,0,0,0,0,310684
traicifar310685,0,0,0,1,0,0,0,0,0,0,310685
traicifar510686,0,0,0,0,0,1,0,0,0,0,510686
traicifar010687,1,0,0,0,0,0,0,0,0,0,10687
traicifar710688,0,0,0,0,0,0,0,1,0,0,710688
traicifar210689,0,0,1,0,0,0,0,0,0,0,210689
traicifar110690,0,1,0,0,0,0,0,0,0,0,110690
traicifar310691,0,0,0,1,0,0,0,0,0,0,310691
traicifar610692,0,0,0,0,0,0,1,0,0,0,610692
traicifar410693,0,0,0,0,1,0,0,0,0,0,410693
traicifar010694,1,0,0,0,0,0,0,0,0,0,10694
traicifar010695,1,0,0,0,0,0,0,0,0,0,10695
traicifar210696,0,0,1,0,0,0,0,0,0,0,210696
traicifar510697,0,0,0,0,0,1,0,0,0,0,510697
traicifar010698,1,0,0,0,0,0,0,0,0,0,10698
traicifar110699,0,1,0,0,0,0,0,0,0,0,110699
traicifar010700,1,0,0,0,0,0,0,0,0,0,10700
traicifar210701,0,0,1,0,0,0,0,0,0,0,210701
traicifar310702,0,0,0,1,0,0,0,0,0,0,310702
traicifar910703,0,0,0,0,0,0,0,0,0,1,910703
traicifar810704,0,0,0,0,0,0,0,0,1,0,810704
traicifar410705,0,0,0,0,1,0,0,0,0,0,410705
traicifar910706,0,0,0,0,0,0,0,0,0,1,910706
traicifar810707,0,0,0,0,0,0,0,0,1,0,810707
traicifar010708,1,0,0,0,0,0,0,0,0,0,10708
traicifar210709,0,0,1,0,0,0,0,0,0,0,210709
traicifar610710,0,0,0,0,0,0,1,0,0,0,610710
traicifar410711,0,0,0,0,1,0,0,0,0,0,410711
traicifar410712,0,0,0,0,1,0,0,0,0,0,410712
traicifar010713,1,0,0,0,0,0,0,0,0,0,10713
traicifar110714,0,1,0,0,0,0,0,0,0,0,110714
traicifar810715,0,0,0,0,0,0,0,0,1,0,810715
traicifar810716,0,0,0,0,0,0,0,0,1,0,810716
traicifar310717,0,0,0,1,0,0,0,0,0,0,310717
traicifar610718,0,0,0,0,0,0,1,0,0,0,610718
traicifar910719,0,0,0,0,0,0,0,0,0,1,910719
traicifar610720,0,0,0,0,0,0,1,0,0,0,610720
traicifar610721,0,0,0,0,0,0,1,0,0,0,610721
traicifar710722,0,0,0,0,0,0,0,1,0,0,710722
traicifar810723,0,0,0,0,0,0,0,0,1,0,810723
traicifar210724,0,0,1,0,0,0,0,0,0,0,210724
traicifar410725,0,0,0,0,1,0,0,0,0,0,410725
traicifar510726,0,0,0,0,0,1,0,0,0,0,510726
traicifar710727,0,0,0,0,0,0,0,1,0,0,710727
traicifar610728,0,0,0,0,0,0,1,0,0,0,610728
traicifar510729,0,0,0,0,0,1,0,0,0,0,510729
traicifar310730,0,0,0,1,0,0,0,0,0,0,310730
traicifar010731,1,0,0,0,0,0,0,0,0,0,10731
traicifar510732,0,0,0,0,0,1,0,0,0,0,510732
traicifar010733,1,0,0,0,0,0,0,0,0,0,10733
traicifar510734,0,0,0,0,0,1,0,0,0,0,510734
traicifar010735,1,0,0,0,0,0,0,0,0,0,10735
traicifar810736,0,0,0,0,0,0,0,0,1,0,810736
traicifar210737,0,0,1,0,0,0,0,0,0,0,210737
traicifar610738,0,0,0,0,0,0,1,0,0,0,610738
traicifar710739,0,0,0,0,0,0,0,1,0,0,710739
traicifar310740,0,0,0,1,0,0,0,0,0,0,310740
traicifar810741,0,0,0,0,0,0,0,0,1,0,810741
traicifar210742,0,0,1,0,0,0,0,0,0,0,210742
traicifar110743,0,1,0,0,0,0,0,0,0,0,110743
traicifar710744,0,0,0,0,0,0,0,1,0,0,710744
traicifar610745,0,0,0,0,0,0,1,0,0,0,610745
traicifar710746,0,0,0,0,0,0,0,1,0,0,710746
traicifar110747,0,1,0,0,0,0,0,0,0,0,110747
traicifar010748,1,0,0,0,0,0,0,0,0,0,10748
traicifar910749,0,0,0,0,0,0,0,0,0,1,910749
traicifar510750,0,0,0,0,0,1,0,0,0,0,510750
traicifar510751,0,0,0,0,0,1,0,0,0,0,510751
traicifar010752,1,0,0,0,0,0,0,0,0,0,10752
traicifar110753,0,1,0,0,0,0,0,0,0,0,110753
traicifar710754,0,0,0,0,0,0,0,1,0,0,710754
traicifar610755,0,0,0,0,0,0,1,0,0,0,610755
traicifar910756,0,0,0,0,0,0,0,0,0,1,910756
traicifar010757,1,0,0,0,0,0,0,0,0,0,10757
traicifar410758,0,0,0,0,1,0,0,0,0,0,410758
traicifar710759,0,0,0,0,0,0,0,1,0,0,710759
traicifar710760,0,0,0,0,0,0,0,1,0,0,710760
traicifar110761,0,1,0,0,0,0,0,0,0,0,110761
traicifar510762,0,0,0,0,0,1,0,0,0,0,510762
traicifar910763,0,0,0,0,0,0,0,0,0,1,910763
traicifar410764,0,0,0,0,1,0,0,0,0,0,410764
traicifar010765,1,0,0,0,0,0,0,0,0,0,10765
traicifar810766,0,0,0,0,0,0,0,0,1,0,810766
traicifar510767,0,0,0,0,0,1,0,0,0,0,510767
traicifar910768,0,0,0,0,0,0,0,0,0,1,910768
traicifar910769,0,0,0,0,0,0,0,0,0,1,910769
traicifar610770,0,0,0,0,0,0,1,0,0,0,610770
traicifar710771,0,0,0,0,0,0,0,1,0,0,710771
traicifar110772,0,1,0,0,0,0,0,0,0,0,110772
traicifar810773,0,0,0,0,0,0,0,0,1,0,810773
traicifar310774,0,0,0,1,0,0,0,0,0,0,310774
traicifar210775,0,0,1,0,0,0,0,0,0,0,210775
traicifar310776,0,0,0,1,0,0,0,0,0,0,310776
traicifar810777,0,0,0,0,0,0,0,0,1,0,810777
traicifar210778,0,0,1,0,0,0,0,0,0,0,210778
traicifar210779,0,0,1,0,0,0,0,0,0,0,210779
traicifar410780,0,0,0,0,1,0,0,0,0,0,410780
traicifar610781,0,0,0,0,0,0,1,0,0,0,610781
traicifar010782,1,0,0,0,0,0,0,0,0,0,10782
traicifar010783,1,0,0,0,0,0,0,0,0,0,10783
traicifar510784,0,0,0,0,0,1,0,0,0,0,510784
traicifar310785,0,0,0,1,0,0,0,0,0,0,310785
traicifar810786,0,0,0,0,0,0,0,0,1,0,810786
traicifar210787,0,0,1,0,0,0,0,0,0,0,210787
traicifar310788,0,0,0,1,0,0,0,0,0,0,310788
traicifar710789,0,0,0,0,0,0,0,1,0,0,710789
traicifar210790,0,0,1,0,0,0,0,0,0,0,210790
traicifar910791,0,0,0,0,0,0,0,0,0,1,910791
traicifar310792,0,0,0,1,0,0,0,0,0,0,310792
traicifar810793,0,0,0,0,0,0,0,0,1,0,810793
traicifar710794,0,0,0,0,0,0,0,1,0,0,710794
traicifar810795,0,0,0,0,0,0,0,0,1,0,810795
traicifar210796,0,0,1,0,0,0,0,0,0,0,210796
traicifar710797,0,0,0,0,0,0,0,1,0,0,710797
traicifar910798,0,0,0,0,0,0,0,0,0,1,910798
traicifar010799,1,0,0,0,0,0,0,0,0,0,10799
traicifar210800,0,0,1,0,0,0,0,0,0,0,210800
traicifar310801,0,0,0,1,0,0,0,0,0,0,310801
traicifar210802,0,0,1,0,0,0,0,0,0,0,210802
traicifar210803,0,0,1,0,0,0,0,0,0,0,210803
traicifar210804,0,0,1,0,0,0,0,0,0,0,210804
traicifar310805,0,0,0,1,0,0,0,0,0,0,310805
traicifar310806,0,0,0,1,0,0,0,0,0,0,310806
traicifar610807,0,0,0,0,0,0,1,0,0,0,610807
traicifar210808,0,0,1,0,0,0,0,0,0,0,210808
traicifar310809,0,0,0,1,0,0,0,0,0,0,310809
traicifar210810,0,0,1,0,0,0,0,0,0,0,210810
traicifar810811,0,0,0,0,0,0,0,0,1,0,810811
traicifar010812,1,0,0,0,0,0,0,0,0,0,10812
traicifar510813,0,0,0,0,0,1,0,0,0,0,510813
traicifar510814,0,0,0,0,0,1,0,0,0,0,510814
traicifar110815,0,1,0,0,0,0,0,0,0,0,110815
traicifar410816,0,0,0,0,1,0,0,0,0,0,410816
traicifar510817,0,0,0,0,0,1,0,0,0,0,510817
traicifar610818,0,0,0,0,0,0,1,0,0,0,610818
traicifar610819,0,0,0,0,0,0,1,0,0,0,610819
traicifar210820,0,0,1,0,0,0,0,0,0,0,210820
traicifar710821,0,0,0,0,0,0,0,1,0,0,710821
traicifar010822,1,0,0,0,0,0,0,0,0,0,10822
traicifar110823,0,1,0,0,0,0,0,0,0,0,110823
traicifar710824,0,0,0,0,0,0,0,1,0,0,710824
traicifar710825,0,0,0,0,0,0,0,1,0,0,710825
traicifar810826,0,0,0,0,0,0,0,0,1,0,810826
traicifar210827,0,0,1,0,0,0,0,0,0,0,210827
traicifar910828,0,0,0,0,0,0,0,0,0,1,910828
traicifar210829,0,0,1,0,0,0,0,0,0,0,210829
traicifar210830,0,0,1,0,0,0,0,0,0,0,210830
traicifar410831,0,0,0,0,1,0,0,0,0,0,410831
traicifar210832,0,0,1,0,0,0,0,0,0,0,210832
traicifar110833,0,1,0,0,0,0,0,0,0,0,110833
traicifar110834,0,1,0,0,0,0,0,0,0,0,110834
traicifar110835,0,1,0,0,0,0,0,0,0,0,110835
traicifar610836,0,0,0,0,0,0,1,0,0,0,610836
traicifar610837,0,0,0,0,0,0,1,0,0,0,610837
traicifar610838,0,0,0,0,0,0,1,0,0,0,610838
traicifar510839,0,0,0,0,0,1,0,0,0,0,510839
traicifar110840,0,1,0,0,0,0,0,0,0,0,110840
traicifar110841,0,1,0,0,0,0,0,0,0,0,110841
traicifar710842,0,0,0,0,0,0,0,1,0,0,710842
traicifar010843,1,0,0,0,0,0,0,0,0,0,10843
traicifar410844,0,0,0,0,1,0,0,0,0,0,410844
traicifar310845,0,0,0,1,0,0,0,0,0,0,310845
traicifar310846,0,0,0,1,0,0,0,0,0,0,310846
traicifar710847,0,0,0,0,0,0,0,1,0,0,710847
traicifar110848,0,1,0,0,0,0,0,0,0,0,110848
traicifar210849,0,0,1,0,0,0,0,0,0,0,210849
traicifar310850,0,0,0,1,0,0,0,0,0,0,310850
traicifar510851,0,0,0,0,0,1,0,0,0,0,510851
traicifar510852,0,0,0,0,0,1,0,0,0,0,510852
traicifar510853,0,0,0,0,0,1,0,0,0,0,510853
traicifar610854,0,0,0,0,0,0,1,0,0,0,610854
traicifar110855,0,1,0,0,0,0,0,0,0,0,110855
traicifar410856,0,0,0,0,1,0,0,0,0,0,410856
traicifar310857,0,0,0,1,0,0,0,0,0,0,310857
traicifar710858,0,0,0,0,0,0,0,1,0,0,710858
traicifar810859,0,0,0,0,0,0,0,0,1,0,810859
traicifar810860,0,0,0,0,0,0,0,0,1,0,810860
traicifar310861,0,0,0,1,0,0,0,0,0,0,310861
traicifar610862,0,0,0,0,0,0,1,0,0,0,610862
traicifar610863,0,0,0,0,0,0,1,0,0,0,610863
traicifar210864,0,0,1,0,0,0,0,0,0,0,210864
traicifar310865,0,0,0,1,0,0,0,0,0,0,310865
traicifar010866,1,0,0,0,0,0,0,0,0,0,10866
traicifar910867,0,0,0,0,0,0,0,0,0,1,910867
traicifar410868,0,0,0,0,1,0,0,0,0,0,410868
traicifar310869,0,0,0,1,0,0,0,0,0,0,310869
traicifar810870,0,0,0,0,0,0,0,0,1,0,810870
traicifar010871,1,0,0,0,0,0,0,0,0,0,10871
traicifar010872,1,0,0,0,0,0,0,0,0,0,10872
traicifar110873,0,1,0,0,0,0,0,0,0,0,110873
traicifar110874,0,1,0,0,0,0,0,0,0,0,110874
traicifar510875,0,0,0,0,0,1,0,0,0,0,510875
traicifar410876,0,0,0,0,1,0,0,0,0,0,410876
traicifar910877,0,0,0,0,0,0,0,0,0,1,910877
traicifar310878,0,0,0,1,0,0,0,0,0,0,310878
traicifar110879,0,1,0,0,0,0,0,0,0,0,110879
traicifar810880,0,0,0,0,0,0,0,0,1,0,810880
traicifar910881,0,0,0,0,0,0,0,0,0,1,910881
traicifar310882,0,0,0,1,0,0,0,0,0,0,310882
traicifar910883,0,0,0,0,0,0,0,0,0,1,910883
traicifar910884,0,0,0,0,0,0,0,0,0,1,910884
traicifar210885,0,0,1,0,0,0,0,0,0,0,210885
traicifar910886,0,0,0,0,0,0,0,0,0,1,910886
traicifar410887,0,0,0,0,1,0,0,0,0,0,410887
traicifar810888,0,0,0,0,0,0,0,0,1,0,810888
traicifar210889,0,0,1,0,0,0,0,0,0,0,210889
traicifar910890,0,0,0,0,0,0,0,0,0,1,910890
traicifar810891,0,0,0,0,0,0,0,0,1,0,810891
traicifar810892,0,0,0,0,0,0,0,0,1,0,810892
traicifar110893,0,1,0,0,0,0,0,0,0,0,110893
traicifar510894,0,0,0,0,0,1,0,0,0,0,510894
traicifar310895,0,0,0,1,0,0,0,0,0,0,310895
traicifar610896,0,0,0,0,0,0,1,0,0,0,610896
traicifar810897,0,0,0,0,0,0,0,0,1,0,810897
traicifar710898,0,0,0,0,0,0,0,1,0,0,710898
traicifar610899,0,0,0,0,0,0,1,0,0,0,610899
traicifar910900,0,0,0,0,0,0,0,0,0,1,910900
traicifar810901,0,0,0,0,0,0,0,0,1,0,810901
traicifar010902,1,0,0,0,0,0,0,0,0,0,10902
traicifar610903,0,0,0,0,0,0,1,0,0,0,610903
traicifar410904,0,0,0,0,1,0,0,0,0,0,410904
traicifar010905,1,0,0,0,0,0,0,0,0,0,10905
traicifar010906,1,0,0,0,0,0,0,0,0,0,10906
traicifar210907,0,0,1,0,0,0,0,0,0,0,210907
traicifar510908,0,0,0,0,0,1,0,0,0,0,510908
traicifar810909,0,0,0,0,0,0,0,0,1,0,810909
traicifar210910,0,0,1,0,0,0,0,0,0,0,210910
traicifar010911,1,0,0,0,0,0,0,0,0,0,10911
traicifar210912,0,0,1,0,0,0,0,0,0,0,210912
traicifar710913,0,0,0,0,0,0,0,1,0,0,710913
traicifar610914,0,0,0,0,0,0,1,0,0,0,610914
traicifar910915,0,0,0,0,0,0,0,0,0,1,910915
traicifar710916,0,0,0,0,0,0,0,1,0,0,710916
traicifar110917,0,1,0,0,0,0,0,0,0,0,110917
traicifar510918,0,0,0,0,0,1,0,0,0,0,510918
traicifar510919,0,0,0,0,0,1,0,0,0,0,510919
traicifar610920,0,0,0,0,0,0,1,0,0,0,610920
traicifar610921,0,0,0,0,0,0,1,0,0,0,610921
traicifar310922,0,0,0,1,0,0,0,0,0,0,310922
traicifar610923,0,0,0,0,0,0,1,0,0,0,610923
traicifar210924,0,0,1,0,0,0,0,0,0,0,210924
traicifar410925,0,0,0,0,1,0,0,0,0,0,410925
traicifar710926,0,0,0,0,0,0,0,1,0,0,710926
traicifar010927,1,0,0,0,0,0,0,0,0,0,10927
traicifar510928,0,0,0,0,0,1,0,0,0,0,510928
